dataset,case,case_ID,high_disagreement,self,other,self_model_pred,other_model_pred,condition,final_modelling_label,aggregate_self_share,multioptimal_self_own_prob,multioptimal_chose_self_model,self_u,other_u,total_utility,worst_stakeholder_utility,utility_variance,joint_mean,joint_min,joint_nash,self_n,other_n,total_utility_n,worst_stakeholder_utility_n,utility_variance_n,joint_n,band_self,band_other,consensus,settled,rounds,how
compas,0,compas_0,1,defendants,community_members,0,1,aggregate,1,0.7,,,0.6703242205759812,0.5567020767927781,1.2270262973687593,0.5567020767927781,0.0032274978894727213,0.6135131486843797,0.5567020767927781,0.37317088571914897,0.6965214654855059,0.43654881992529865,1.1330702854108046,0.43654881992529865,0.016896444109893282,0.5665351427054023,0.4388308289819588,0.46175053782410336,0,0,,
compas,0,compas_0,1,defendants,community_members,0,1,negotiatev2,1,,,,0.6062959834596534,0.7573382990776149,1.3636342825372683,0.6062959834596534,0.0057034452768089695,0.6818171412686341,0.6062959834596534,0.45917116885092363,0.550615041215209,0.8710609771396473,1.4216760183548562,0.550615041215209,0.0256713994626223,0.7108380091774281,0.4388308289819588,0.46175053782410336,1,1,3,self_accepts
compas,0,compas_0,1,defendants,fairness_advocates,0,1,single,1,,,,0.6534224279222148,0.9001756746754614,1.5535981025976762,0.6534224279222148,0.015221791195817153,0.7767990512988381,0.6534224279222148,0.5881949749029578,0.658005956689151,1,1.658005956689151,0.658005956689151,0.02923998141502572,0.8290029783445755,0.4388308289819588,0.6516990633972153,0,0,,
compas,0,compas_0,1,defendants,fairness_advocates,0,1,singleoptimal,0,,,,0.8034999574552066,0.8284350223902714,1.631934979845478,0.8034999574552066,0.00015543936582897467,0.815967489922739,0.8034999574552066,0.6656475052449863,1,0.889917515131576,1.8899175151315761,0.889917515131576,0.0030295383687016985,0.9449587575657881,0.4388308289819588,0.6516990633972153,0,0,,
compas,0,compas_0,1,defendants,fairness_advocates,0,1,multioptimal,0,,0.8,1,0.8034999574552066,0.8284350223902714,1.631934979845478,0.8034999574552066,0.00015543936582897467,0.815967489922739,0.8034999574552066,0.6656475052449863,1,0.889917515131576,1.8899175151315761,0.889917515131576,0.0030295383687016985,0.9449587575657881,0.4388308289819588,0.6516990633972153,0,0,,
compas,0,compas_0,1,defendants,fairness_advocates,0,1,aggregate,1,0.7,,,0.7548168195468514,0.8517067278861131,1.6065235474329644,0.7548168195468514,0.0023469135844976334,0.8032617737164822,0.7548168195468514,0.6428825635296516,0.889061718791966,0.925626796919599,1.814688515711565,0.889061718791966,0.0003342512346199761,0.9073442578557825,0.4388308289819588,0.6516990633972153,0,0,,
compas,0,compas_0,1,defendants,fairness_advocates,0,1,negotiatev2,0,,,,0.7978637123205712,0.8609805954374543,1.6588443077580255,0.7978637123205712,0.0009959352335975715,0.8294221538790127,0.7978637123205712,0.6869451741117031,0.9871562233954462,0.9398570882798439,1.92701331167529,0.9398570882798439,0.0005593020456709992,0.963506655837645,0.4388308289819588,0.6516990633972153,1,1,3,other_accepts
compas,0,compas_0,1,community_members,defendants,1,0,single,1,,,,0.7451941248599633,0.6534224279222148,1.3986165527821781,0.6534224279222148,0.002105511089708487,0.6993082763910891,0.6534224279222148,0.4869265543393673,0.8447606846161597,0.658005956689151,1.5027666413053107,0.658005956689151,0.008719332100772767,0.7513833206526553,0.46175053782410336,0.4388308289819588,0,0,,
compas,0,compas_0,1,community_members,defendants,1,0,singleoptimal,1,,,,0.8168759622298971,0.36466912847324784,1.1815450907031448,0.36466912847324784,0.051122755124053454,0.5907725453515724,0.36466912847324784,0.2978894452171223,1,0,1,0,0.25,0.5,0.46175053782410336,0.4388308289819588,0,0,,
compas,0,compas_0,1,community_members,defendants,1,0,multioptimal,1,,0.8,1,0.8168759622298971,0.36466912847324784,1.1815450907031448,0.36466912847324784,0.051122755124053454,0.5907725453515724,0.36466912847324784,0.2978894452171223,1,0,1,0,0.25,0.5,0.46175053782410336,0.4388308289819588,0,0,,
compas,0,compas_0,1,community_members,defendants,1,0,aggregate,1,0.7,,,0.7061068005701319,0.49480193658492505,1.2009087371550569,0.49480193658492505,0.011162436385951689,0.6004543685775284,0.49480193658492505,0.3493830123578867,0.7601103786868548,0.2965443617841791,1.0566547404710338,0.2965443617841791,0.05372336300675296,0.5283273702355169,0.46175053782410336,0.4388308289819588,0,0,,
compas,0,compas_0,1,community_members,defendants,1,0,negotiatev2,1,,,,0.7451941248599633,0.6534224279222147,1.398616552782178,0.6534224279222147,0.0021055110897084924,0.699308276391089,0.6534224279222147,0.4869265543393672,0.8447606846161597,0.6580059566891507,1.5027666413053105,0.6580059566891507,0.008719332100772787,0.7513833206526552,0.46175053782410336,0.4388308289819588,1,1,3,self_accepts
compas,0,compas_0,1,fairness_advocates,defendants,1,0,single,1,,,,0.9001756746754614,0.6534224279222148,1.5535981025976762,0.6534224279222148,0.015221791195817153,0.7767990512988381,0.6534224279222148,0.5881949749029578,1,0.658005956689151,1.658005956689151,0.658005956689151,0.02923998141502572,0.8290029783445755,0.6516990633972153,0.4388308289819588,0,0,,
compas,0,compas_0,1,fairness_advocates,defendants,1,0,singleoptimal,1,,,,0.9001756746754614,0.6534224279222148,1.5535981025976762,0.6534224279222148,0.015221791195817153,0.7767990512988381,0.6534224279222148,0.5881949749029578,1,0.658005956689151,1.658005956689151,0.658005956689151,0.02923998141502572,0.8290029783445755,0.6516990633972153,0.4388308289819588,0,0,,
compas,0,compas_0,1,fairness_advocates,defendants,1,0,multioptimal,0,,0.8,0,0.8284350223902714,0.8034999574552066,1.631934979845478,0.8034999574552066,0.00015543936582897467,0.815967489922739,0.8034999574552066,0.6656475052449863,0.889917515131576,1,1.8899175151315761,0.889917515131576,0.0030295383687016985,0.9449587575657881,0.6516990633972153,0.4388308289819588,1,0,,
compas,0,compas_0,1,fairness_advocates,defendants,1,0,aggregate,1,0.7,,,0.8803253302301672,0.694948265224139,1.5752735954543062,0.694948265224139,0.008591164057562306,0.7876367977271531,0.694948265224139,0.6117805610763221,0.9695406276298494,0.7526343067489216,1.7221749343787711,0.7526343067489216,0.011762088009525,0.8610874671893856,0.6516990633972153,0.4388308289819588,0,0,,
compas,0,compas_0,1,fairness_advocates,defendants,1,0,negotiatev2,1,,,,0.9001756746754614,0.6534224279222147,1.5535981025976762,0.6534224279222147,0.015221791195817166,0.7767990512988381,0.6534224279222147,0.5881949749029577,1,0.6580059566891507,1.6580059566891507,0.6580059566891507,0.02923998141502576,0.8290029783445754,0.6516990633972153,0.4388308289819588,0,0,2,impasse
compas,2,compas_2,1,judges,community_members,0,1,single,0,,,,0.6829645192969755,0.7251941248599634,1.408158644156939,0.6829645192969755,0.0004458348965013831,0.7040793220784695,0.6829645192969755,0.49528185688197573,0.9340306738527865,0.7788919930987548,1.7129226669515414,0.7788919930987548,0.006017002566525341,0.8564613334757707,0.16611434105752043,0.3844961197684622,0,0,,
compas,2,compas_2,1,judges,community_members,0,1,singleoptimal,0,,,,0.6939229704399286,0.7029422438995954,1.396865214339524,0.6939229704399286,0.000020336823435062476,0.698432607169762,0.6939229704399286,0.48778776993451595,1,0.7210191568949259,1.721019156894926,0.7210191568949259,0.019457577704904493,0.860509578447463,0.16611434105752043,0.3844961197684622,0,0,,
compas,2,compas_2,1,judges,community_members,0,1,multioptimal,0,,0.8,1,0.6939229704399286,0.7029422438995954,1.396865214339524,0.6939229704399286,0.000020336823435062476,0.698432607169762,0.6939229704399286,0.48778776993451595,1,0.7210191568949259,1.721019156894926,0.7210191568949259,0.019457577704904493,0.860509578447463,0.16611434105752043,0.3844961197684622,0,0,,
compas,2,compas_2,1,judges,community_members,0,1,aggregate,0,0.7,,,0.6633067421491814,0.7387165461278817,1.4020232882770631,0.6633067421491814,0.0014216596340265023,0.7010116441385316,0.6633067421491814,0.4899956655837807,0.8156918415602318,0.8140611939636722,1.6297530355239038,0.8140611939636722,6.647528960414164e-7,0.8148765177619519,0.16611434105752043,0.3844961197684622,0,0,,
compas,2,compas_2,1,judges,community_members,0,1,negotiatev2,0,,,,0.6939229704399286,0.7029422438995954,1.396865214339524,0.6939229704399286,0.000020336823435062476,0.698432607169762,0.6939229704399286,0.48778776993451595,1,0.7210191568949259,1.721019156894926,0.7210191568949259,0.019457577704904493,0.860509578447463,0.16611434105752043,0.3844961197684622,0,0,2,impasse
compas,2,compas_2,1,defendants,community_members,0,1,single,0,,,,0.6334224279222149,0.7251941248599634,1.3586165527821783,0.6334224279222149,0.002105511089708487,0.6793082763910891,0.6334224279222149,0.4593542232837239,0.62696455792716,0.7788919930987548,1.4058565510259147,0.62696455792716,0.005770486389454784,0.7029282755129573,0.4625003151878675,0.3844961197684622,0,0,,
compas,2,compas_2,1,defendants,community_members,0,1,singleoptimal,0,,,,0.8059514374571489,0.5052757294013671,1.311227166858516,0.5052757294013671,0.022601470353711434,0.655613583429258,0.5052757294013671,0.40722770042324125,1,0.20692680502084176,1.2069268050208417,0.20692680502084176,0.15724127314861247,0.6034634025104209,0.4625003151878675,0.3844961197684622,0,0,,
compas,2,compas_2,1,defendants,community_members,0,1,multioptimal,0,,0.8,1,0.8059514374571489,0.5052757294013671,1.311227166858516,0.5052757294013671,0.022601470353711434,0.655613583429258,0.5052757294013671,0.40722770042324125,1,0.20692680502084176,1.2069268050208417,0.20692680502084176,0.15724127314861247,0.6034634025104209,0.4625003151878675,0.3844961197684622,0,0,,
compas,2,compas_2,1,defendants,community_members,0,1,aggregate,0,0.7,,,0.6710705611895841,0.5970935676888012,1.2681641288783854,0.5970935676888012,0.0013681488918537192,0.6340820644391927,0.5970935676888012,0.4006919155516147,0.7083658716799441,0.44572723385930546,1.1540931055392496,0.44572723385930546,0.017244763519070155,0.5770465527696248,0.4625003151878675,0.3844961197684622,0,0,,
compas,2,compas_2,1,defendants,community_members,0,1,negotiatev2,0,,,,0.6178978595291204,0.7382409850382976,1.3561388445674178,0.6178978595291204,0.003620616964329397,0.6780694222837089,0.6178978595291204,0.45615752447183344,0.5933979464389311,0.812824351600034,1.4062222980389651,0.5933979464389311,0.012036986820481122,0.7031111490194826,0.4625003151878675,0.3844961197684622,1,1,3,self_accepts
compas,2,compas_2,1,community_members,judges,1,0,single,0,,,,0.7251941248599634,0.6829645192969755,1.408158644156939,0.6829645192969755,0.0004458348965013831,0.7040793220784695,0.6829645192969755,0.49528185688197573,0.7788919930987548,0.9340306738527865,1.7129226669515414,0.7788919930987548,0.006017002566525341,0.8564613334757707,0.3844961197684622,0.16611434105752043,0,0,,
compas,2,compas_2,1,community_members,judges,1,0,singleoptimal,1,,,,0.8102092955632305,0.602122087201107,1.4123313827643376,0.602122087201107,0.010825071570985447,0.7061656913821688,0.602122087201107,0.487844912114271,1,0.44736328811590315,1.447363288115903,0.44736328811590315,0.07635183383051657,0.7236816440579515,0.3844961197684622,0.16611434105752043,0,0,,
compas,2,compas_2,1,community_members,judges,1,0,multioptimal,1,,0.8,1,0.8102092955632305,0.602122087201107,1.4123313827643376,0.602122087201107,0.010825071570985447,0.7061656913821688,0.602122087201107,0.487844912114271,1,0.44736328811590315,1.447363288115903,0.44736328811590315,0.07635183383051657,0.7236816440579515,0.3844961197684622,0.16611434105752043,0,0,,
compas,2,compas_2,1,community_members,judges,1,0,aggregate,0,0.7,,,0.7814077381833342,0.6267709273167008,1.408178665500035,0.6267709273167008,0.005978135818750736,0.7040893327500175,0.6267709273167008,0.48976365267361416,0.9250927229194402,0.5957480690967253,1.5208407920161655,0.5957480690967253,0.027116975250400986,0.7604203960080828,0.3844961197684622,0.16611434105752043,0,0,,
compas,2,compas_2,1,community_members,judges,1,0,negotiatev2,0,,,,0.7382409850382976,0.6828639691167441,1.4211049541550418,0.6828639691167441,0.0007666534730939983,0.7105524770775209,0.6828639691167441,0.5041181692079068,0.812824351600034,0.9334253668119172,1.7462497184119512,0.812824351600034,0.003636151217534225,0.8731248592059756,0.3844961197684622,0.16611434105752043,1,1,2,other_accepts
compas,2,compas_2,1,community_members,defendants,1,0,single,0,,,,0.7251941248599634,0.6334224279222149,1.3586165527821783,0.6334224279222149,0.002105511089708487,0.6793082763910891,0.6334224279222149,0.4593542232837239,0.7788919930987548,0.62696455792716,1.4058565510259147,0.62696455792716,0.005770486389454784,0.7029282755129573,0.3844961197684622,0.4625003151878675,0,0,,
compas,2,compas_2,1,community_members,defendants,1,0,singleoptimal,1,,,,0.8102092955632305,0.3580024618065812,1.1682117573698116,0.3580024618065812,0.05112275512405347,0.5841058786849058,0.3580024618065812,0.29005692239021247,1,0.03146233431514313,1.0314623343151432,0.03146233431514313,0.2345163024625679,0.5157311671575716,0.3844961197684622,0.4625003151878675,0,0,,
compas,2,compas_2,1,community_members,defendants,1,0,multioptimal,1,,0.8,1,0.8102092955632305,0.3580024618065812,1.1682117573698116,0.3580024618065812,0.05112275512405347,0.5841058786849058,0.3580024618065812,0.29005692239021247,1,0.03146233431514313,1.0314623343151432,0.03146233431514313,0.2345163024625679,0.5157311671575716,0.3844961197684622,0.4625003151878675,0,0,,
compas,2,compas_2,1,community_members,defendants,1,0,aggregate,0,0.7,,,0.7190662830083847,0.49189201560525425,1.210958298613639,0.49189201560525425,0.012902036942537255,0.6054791493068195,0.49189201560525425,0.35370296330277257,0.7629546623000233,0.32095306416315883,1.083907726463182,0.32095306416315883,0.04884135318888555,0.541953863231591,0.3844961197684622,0.4625003151878675,0,0,,
compas,2,compas_2,1,community_members,defendants,1,0,negotiatev2,0,,,,0.676141163051823,0.6827257224039099,1.358866885455733,0.676141163051823,0.00001083910546528878,0.6794334427278665,0.676141163051823,0.46161896399157576,0.6513147321430934,0.7335662030777541,1.3848809352208475,0.6513147321430934,0.0016913261177288325,0.6924404676104238,0.3844961197684622,0.4625003151878675,1,1,3,self_accepts
compas,2,compas_2,1,community_members,fairness_advocates,1,0,single,0,,,,0.7251941248599634,0.7601756746754614,1.485369799535425,0.7251941248599634,0.00030592720687354304,0.7426848997677125,0.7251941248599634,0.5512749331361034,0.7788919930987548,0.762154205141049,1.5410461982398038,0.762154205141049,0.00007003838642927993,0.7705230991199019,0.3844961197684622,0.5717406541944552,0,0,,
compas,2,compas_2,1,community_members,fairness_advocates,1,0,singleoptimal,1,,,,0.8102092955632305,0.7967037605078798,1.6069130560711105,0.7967037605078798,0.00004559986928282653,0.8034565280355552,0.7967037605078798,0.645496792573666,1,0.8260434625594918,1.826043462559492,0.8260434625594918,0.007565219229572734,0.913021731279746,0.3844961197684622,0.5717406541944552,0,0,,
compas,2,compas_2,1,community_members,fairness_advocates,1,0,multioptimal,1,,0.8,1,0.8102092955632305,0.7967037605078798,1.6069130560711105,0.7967037605078798,0.00004559986928282653,0.8034565280355552,0.7967037605078798,0.645496792573666,1,0.8260434625594918,1.826043462559492,0.8260434625594918,0.007565219229572734,0.913021731279746,0.3844961197684622,0.5717406541944552,0,0,,
compas,2,compas_2,1,community_members,fairness_advocates,1,0,aggregate,0,0.7,,,0.7552577186848279,0.8286885724742604,1.5839462911590885,0.7552577186848279,0.0013480225720612527,0.7919731455795442,0.7552577186848279,0.6258734407470966,0.8570815827439465,0.8819863305919305,1.739067913335877,0.8570815827439465,0.0001550616163429162,0.8695339566679385,0.3844961197684622,0.5717406541944552,0,0,,
compas,2,compas_2,1,community_members,fairness_advocates,1,0,negotiatev2,0,,,,0.7382409850382976,0.8932225348537958,1.6314635198920935,0.7382409850382976,0.006004820195803435,0.8157317599460467,0.7382409850382976,0.6594134839888713,0.812824351600034,0.9948591198646461,1.8076834714646801,0.812824351600034,0.008284164214287765,0.9038417357323401,0.3844961197684622,0.5717406541944552,1,1,2,self_accepts
compas,2,compas_2,1,fairness_advocates,community_members,0,1,single,0,,,,0.7601756746754614,0.7251941248599634,1.485369799535425,0.7251941248599634,0.00030592720687354304,0.7426848997677125,0.7251941248599634,0.5512749331361034,0.762154205141049,0.7788919930987548,1.5410461982398038,0.762154205141049,0.00007003838642927993,0.7705230991199019,0.5717406541944552,0.3844961197684622,0,0,,
compas,2,compas_2,1,fairness_advocates,community_members,0,1,singleoptimal,0,,,,0.8961617850255182,0.6393352167598357,1.535497001785354,0.6393352167598357,0.01648997154178182,0.767748500892677,0.6393352167598357,0.572947789081171,1,0.5555895885079606,1.5555895885079605,0.5555895885079606,0.049375153460630955,0.7777947942539802,0.5717406541944552,0.3844961197684622,0,0,,
compas,2,compas_2,1,fairness_advocates,community_members,0,1,multioptimal,1,,0.8,0,0.7967037605078798,0.8102092955632305,1.6069130560711105,0.7967037605078798,0.00004559986928282653,0.8034565280355552,0.7967037605078798,0.645496792573666,0.8260434625594918,1,1.826043462559492,0.8260434625594918,0.007565219229572734,0.913021731279746,0.5717406541944552,0.3844961197684622,1,0,,
compas,2,compas_2,1,fairness_advocates,community_members,0,1,aggregate,0,0.7,,,0.8683869569809362,0.6870538214582327,1.5554407784391688,0.6870538214582327,0.008220426509623785,0.7777203892195844,0.6870538214582327,0.596628577298238,0.9514205823202917,0.6796964448453726,1.6311170271656643,0.6796964448453726,0.01845850172162218,0.8155585135828322,0.5717406541944552,0.3844961197684622,0,0,,
compas,2,compas_2,1,fairness_advocates,community_members,0,1,negotiatev2,0,,,,0.8961617850255182,0.6393352167598357,1.535497001785354,0.6393352167598357,0.01648997154178182,0.767748500892677,0.6393352167598357,0.572947789081171,1,0.5555895885079606,1.5555895885079605,0.5555895885079606,0.049375153460630955,0.7777947942539802,0.5717406541944552,0.3844961197684622,0,0,2,impasse
compas,3,compas_3,1,judges,community_members,0,1,single,1,,,,0.5574303135888503,0.8427961672473869,1.4002264808362372,0.5574303135888503,0.020358417608566333,0.7001132404181186,0.5574303135888503,0.46980013180019203,0.1567748635737082,0.9784193286117784,1.1351941921854867,0.1567748635737082,0.16877490673192413,0.5675970960927433,0.29571495577593143,0.6178368176538909,0,0,,
compas,3,compas_3,1,judges,community_members,0,1,singleoptimal,0,,,,0.8067845975163049,0.6469346913249353,1.4537192888412402,0.6469346913249353,0.006387998127347418,0.7268596444206201,0.6469346913249353,0.5219369445599229,1,0.6614076673996875,1.6614076673996876,0.6614076673996875,0.028661191923930164,0.8307038336998438,0.29571495577593143,0.6178368176538909,0,0,,
compas,3,compas_3,1,judges,community_members,0,1,multioptimal,0,,0.8,1,0.8067845975163049,0.6469346913249353,1.4537192888412402,0.6469346913249353,0.006387998127347418,0.7268596444206201,0.6469346913249353,0.5219369445599229,1,0.6614076673996875,1.6614076673996876,0.6614076673996875,0.028661191923930164,0.8307038336998438,0.29571495577593143,0.6178368176538909,0,0,,
compas,3,compas_3,1,judges,community_members,0,1,aggregate,0,0.7,,,0.7330014549701336,0.712331641859983,1.4453330968301166,0.712331641859983,0.00010681029350213833,0.7226665484150583,0.712331641859983,0.5221401299046317,0.7504923538528157,0.767255924846337,1.5177482786991527,0.7504923538528157,0.0000702543281137074,0.7588741393495764,0.29571495577593143,0.6178368176538909,0,0,,
compas,3,compas_3,1,judges,community_members,0,1,negotiatev2,0,,,,0.8067845975163049,0.6469346913249353,1.4537192888412402,0.6469346913249353,0.006387998127347418,0.7268596444206201,0.6469346913249353,0.5219369445599229,1,0.6614076673996875,1.6614076673996876,0.6614076673996875,0.028661191923930164,0.8307038336998438,0.29571495577593143,0.6178368176538909,0,0,2,impasse
compas,3,compas_3,1,defendants,community_members,0,1,single,1,,,,0.42493902439024395,0.8427961672473869,1.267735191637631,0.42493902439024395,0.0436511479591837,0.6338675958188155,0.42493902439024395,0.35813698106994146,0.09061294629611312,0.9784193286117784,1.0690322749078915,0.09061294629611312,0.19705004312010732,0.5345161374539458,0.5058661663539712,0.6178368176538909,0,0,,
compas,3,compas_3,1,defendants,community_members,0,1,singleoptimal,0,,,,0.8849671669793621,0.43414299115518634,1.3191101581345483,0.43414299115518634,0.05081060937688683,0.6595550790672742,0.43414299115518634,0.3842022929465515,1,0.31699358573685943,1.3169935857368595,0.31699358573685943,0.1166244404811482,0.6584967928684298,0.5058661663539712,0.6178368176538909,0,0,,
compas,3,compas_3,1,defendants,community_members,0,1,multioptimal,0,,0.8,1,0.8849671669793621,0.43414299115518634,1.3191101581345483,0.43414299115518634,0.05081060937688683,0.6595550790672742,0.43414299115518634,0.3842022929465515,1,0.31699358573685943,1.3169935857368595,0.31699358573685943,0.1166244404811482,0.6584967928684298,0.5058661663539712,0.6178368176538909,0,0,,
compas,3,compas_3,1,defendants,community_members,0,1,aggregate,0,0.7,,,0.7540456745122842,0.5578227440204768,1.311868418532761,0.5578227440204768,0.009625859612698169,0.6559342092663805,0.5578227440204768,0.4206238272732137,0.7411934199697636,0.5171754935340332,1.258368913503797,0.5171754935340332,0.012546007841141077,0.6291844567518985,0.5058661663539712,0.6178368176538909,0,0,,
compas,3,compas_3,1,defendants,community_members,0,1,negotiatev2,0,,,,0.786441525953721,0.707320646832842,1.493762172786563,0.707320646832842,0.0015650283782151846,0.7468810863932815,0.707320646832842,0.5562663288337932,0.8052337800415387,0.7591453770706812,1.5643791571122199,0.7591453770706812,0.0005310352221010361,0.7821895785561099,0.5058661663539712,0.6178368176538909,1,1,3,self_accepts
compas,3,compas_3,1,community_members,judges,1,0,single,1,,,,0.8427961672473869,0.5574303135888503,1.4002264808362372,0.5574303135888503,0.020358417608566333,0.7001132404181186,0.5574303135888503,0.46980013180019203,0.9784193286117784,0.1567748635737082,1.1351941921854867,0.1567748635737082,0.16877490673192413,0.5675970960927433,0.6178368176538909,0.29571495577593143,0,0,,
compas,3,compas_3,1,community_members,judges,1,0,singleoptimal,1,,,,0.8561295005807202,0.5707636469221836,1.4268931475029039,0.5707636469221836,0.020358417608566333,0.7134465737514519,0.5707636469221836,0.4886475959891196,1,0.2018633282350499,1.20186332823505,0.2018633282350499,0.1592555367040079,0.600931664117525,0.6178368176538909,0.29571495577593143,0,0,,
compas,3,compas_3,1,community_members,judges,1,0,multioptimal,1,,0.8,1,0.8561295005807202,0.5707636469221836,1.4268931475029039,0.5707636469221836,0.020358417608566333,0.7134465737514519,0.5707636469221836,0.4886475959891196,1,0.2018633282350499,1.20186332823505,0.2018633282350499,0.1592555367040079,0.600931664117525,0.6178368176538909,0.29571495577593143,0,0,,
compas,3,compas_3,1,community_members,judges,1,0,aggregate,1,0.7,,,0.7959476647509689,0.6386629134076616,1.4346105781586305,0.6386629134076616,0.006184623251281504,0.7173052890793152,0.6386629134076616,0.5083422544898785,0.902592668306367,0.4314738540446625,1.3340665223510295,0.4314738540446625,0.055488234287838605,0.6670332611755148,0.6178368176538909,0.29571495577593143,0,0,,
